fy_year,Taxable income percentile,avg_tax_rate,id,z,avg_tax_rate_rel,colour,alpha,size,label,group,text
2003-04,27,0.107739262121303,,FALSE,0.0757392621213033,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 27
Avg. tax rate (03-04 = 0): 7.57"
2004-05,27,0.105180153873228,,FALSE,0.0731801538732284,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 27
Avg. tax rate (03-04 = 0): 7.32"
2005-06,27,0.093704068996677,,FALSE,0.061704068996677,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 27
Avg. tax rate (03-04 = 0): 6.17"
2006-07,27,0.0792022756604197,,FALSE,0.0472022756604197,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 27
Avg. tax rate (03-04 = 0): 4.72"
2007-08,27,0.0736448157680108,,FALSE,0.0416448157680108,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 27
Avg. tax rate (03-04 = 0): 4.16"
2008-09,27,0.0510682394273719,,FALSE,0.0190682394273719,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 27
Avg. tax rate (03-04 = 0): 1.91"
2009-10,27,0.0415186795256948,,FALSE,0.00951867952569478,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 27
Avg. tax rate (03-04 = 0): 0.95"
2010-11,27,0.0318993842487886,,FALSE,-0.000100615751211404,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 27
Avg. tax rate (03-04 = 0): -0.01"
2011-12,27,0.0333535292159882,,FALSE,0.00135352921598823,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 27
Avg. tax rate (03-04 = 0): 0.14"
2012-13,27,6.88844344253806e-05,,FALSE,-0.0319311155655746,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 27
Avg. tax rate (03-04 = 0): -3.19"
2013-14,27,6.79930599722358e-05,,FALSE,-0.0319320069400278,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 27
Avg. tax rate (03-04 = 0): -3.19"
2014-15,27,2.68771010785297e-05,,FALSE,-0.0319731228989215,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 27
Avg. tax rate (03-04 = 0): -3.2"
2015-16,27,3.14227482195507e-05,,FALSE,-0.0319685772517805,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 27
Avg. tax rate (03-04 = 0): -3.2"
2018-19,27,0.036,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 27
Avg. tax rate (03-04 = 0): 0.4"
2018-19,27,0.029,Budget2018,FALSE,-0.003,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 27
Avg. tax rate (03-04 = 0): -0.3"
2027-28,27,0.076,Baseline,FALSE,0.044,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 27
Avg. tax rate (03-04 = 0): 4.4"
2027-28,27,0.065,Budget2018,FALSE,0.033,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 27
Avg. tax rate (03-04 = 0): 3.3"
2003-04,28,0.111484250989303,,FALSE,0.0724842509893033,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 28
Avg. tax rate (03-04 = 0): 7.25"
2004-05,28,0.109845321198139,,FALSE,0.0708453211981387,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 28
Avg. tax rate (03-04 = 0): 7.08"
2005-06,28,0.0980085068957243,,FALSE,0.0590085068957243,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 28
Avg. tax rate (03-04 = 0): 5.9"
2006-07,28,0.0817123084853328,,FALSE,0.0427123084853328,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 28
Avg. tax rate (03-04 = 0): 4.27"
2007-08,28,0.0770788751595985,,FALSE,0.0380788751595985,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 28
Avg. tax rate (03-04 = 0): 3.81"
2008-09,28,0.0569417899884931,,FALSE,0.0179417899884931,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 28
Avg. tax rate (03-04 = 0): 1.79"
2009-10,28,0.0466740115350686,,FALSE,0.00767401153506857,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 28
Avg. tax rate (03-04 = 0): 0.77"
2010-11,28,0.0374104618483023,,FALSE,-0.00158953815169775,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 28
Avg. tax rate (03-04 = 0): -0.16"
2011-12,28,0.0394942420397502,,FALSE,0.000494242039750244,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 28
Avg. tax rate (03-04 = 0): 0.05"
2012-13,28,0.0051377185498719,,FALSE,-0.0338622814501281,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 28
Avg. tax rate (03-04 = 0): -3.39"
2013-14,28,0.00512023022645276,,FALSE,-0.0338797697735472,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 28
Avg. tax rate (03-04 = 0): -3.39"
2014-15,28,0.00391505910097247,,FALSE,-0.0350849408990275,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 28
Avg. tax rate (03-04 = 0): -3.51"
2015-16,28,0.00331440232015488,,FALSE,-0.0356855976798451,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 28
Avg. tax rate (03-04 = 0): -3.57"
2018-19,28,0.042,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 28
Avg. tax rate (03-04 = 0): 0.3"
2018-19,28,0.036,Budget2018,FALSE,-0.003,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 28
Avg. tax rate (03-04 = 0): -0.3"
2027-28,28,0.081,Baseline,FALSE,0.042,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 28
Avg. tax rate (03-04 = 0): 4.2"
2027-28,28,0.07,Budget2018,FALSE,0.031,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 28
Avg. tax rate (03-04 = 0): 3.1"
2003-04,29,0.114830394825389,,FALSE,0.0688303948253889,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 29
Avg. tax rate (03-04 = 0): 6.88"
2004-05,29,0.114140108822694,,FALSE,0.0681401088226939,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 29
Avg. tax rate (03-04 = 0): 6.81"
2005-06,29,0.100012478355582,,FALSE,0.0540124783555819,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 29
Avg. tax rate (03-04 = 0): 5.4"
2006-07,29,0.0821678837377027,,FALSE,0.0361678837377027,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 29
Avg. tax rate (03-04 = 0): 3.62"
2007-08,29,0.0777683662063011,,FALSE,0.0317683662063011,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 29
Avg. tax rate (03-04 = 0): 3.18"
2008-09,29,0.0595169866291961,,FALSE,0.0135169866291961,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 29
Avg. tax rate (03-04 = 0): 1.35"
2009-10,29,0.0530975461696667,,FALSE,0.00709754616966672,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 29
Avg. tax rate (03-04 = 0): 0.71"
2010-11,29,0.0442929281413064,,FALSE,-0.00170707185869359,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 29
Avg. tax rate (03-04 = 0): -0.17"
2011-12,29,0.0453495944394876,,FALSE,-0.000650405560512449,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 29
Avg. tax rate (03-04 = 0): -0.07"
2012-13,29,0.0127941914505165,,FALSE,-0.0332058085494835,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 29
Avg. tax rate (03-04 = 0): -3.32"
2013-14,29,0.0129667368184599,,FALSE,-0.0330332631815401,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 29
Avg. tax rate (03-04 = 0): -3.3"
2014-15,29,0.0116573854649928,,FALSE,-0.0343426145350072,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 29
Avg. tax rate (03-04 = 0): -3.43"
2015-16,29,0.00977070002473114,,FALSE,-0.0362292999752689,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 29
Avg. tax rate (03-04 = 0): -3.62"
2018-19,29,0.051,Baseline,FALSE,0.005,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 29
Avg. tax rate (03-04 = 0): 0.5"
2018-19,29,0.045,Budget2018,FALSE,-0.001,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 29
Avg. tax rate (03-04 = 0): -0.1"
2027-28,29,0.084,Baseline,FALSE,0.038,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 29
Avg. tax rate (03-04 = 0): 3.8"
2027-28,29,0.072,Budget2018,FALSE,0.026,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 29
Avg. tax rate (03-04 = 0): 2.6"
2003-04,30,0.123538419276833,,FALSE,0.0695384192768325,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 30
Avg. tax rate (03-04 = 0): 6.95"
2004-05,30,0.122170326063926,,FALSE,0.0681703260639255,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 30
Avg. tax rate (03-04 = 0): 6.82"
2005-06,30,0.108398284433494,,FALSE,0.0543982844334941,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 30
Avg. tax rate (03-04 = 0): 5.44"
2006-07,30,0.0854177544884429,,FALSE,0.0314177544884429,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 30
Avg. tax rate (03-04 = 0): 3.14"
2007-08,30,0.0799120526092594,,FALSE,0.0259120526092594,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 30
Avg. tax rate (03-04 = 0): 2.59"
2008-09,30,0.0616746180511116,,FALSE,0.00767461805111159,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 30
Avg. tax rate (03-04 = 0): 0.77"
2009-10,30,0.0558697365035585,,FALSE,0.00186973650355846,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 30
Avg. tax rate (03-04 = 0): 0.19"
2010-11,30,0.0487541414820251,,FALSE,-0.00524585851797493,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 30
Avg. tax rate (03-04 = 0): -0.52"
2011-12,30,0.0509455673794625,,FALSE,-0.00305443262053746,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 30
Avg. tax rate (03-04 = 0): -0.31"
2012-13,30,0.0201684717457659,,FALSE,-0.0338315282542341,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 30
Avg. tax rate (03-04 = 0): -3.38"
2013-14,30,0.0194615416454767,,FALSE,-0.0345384583545233,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 30
Avg. tax rate (03-04 = 0): -3.45"
2014-15,30,0.0185072101021526,,FALSE,-0.0354927898978474,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 30
Avg. tax rate (03-04 = 0): -3.55"
2015-16,30,0.0169841197479361,,FALSE,-0.0370158802520639,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 30
Avg. tax rate (03-04 = 0): -3.7"
2018-19,30,0.057,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 30
Avg. tax rate (03-04 = 0): 0.3"
2018-19,30,0.05,Budget2018,FALSE,-0.004,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 30
Avg. tax rate (03-04 = 0): -0.4"
2027-28,30,0.088,Baseline,FALSE,0.034,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 30
Avg. tax rate (03-04 = 0): 3.4"
2027-28,30,0.077,Budget2018,FALSE,0.023,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 30
Avg. tax rate (03-04 = 0): 2.3"
2003-04,31,0.13086278897379,,FALSE,0.0728627889737899,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 31
Avg. tax rate (03-04 = 0): 7.29"
2004-05,31,0.131315522300018,,FALSE,0.0733155223000178,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 31
Avg. tax rate (03-04 = 0): 7.33"
2005-06,31,0.114568367354202,,FALSE,0.056568367354202,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 31
Avg. tax rate (03-04 = 0): 5.66"
2006-07,31,0.0880472835867985,,FALSE,0.0300472835867985,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 31
Avg. tax rate (03-04 = 0): 3"
2007-08,31,0.0824520469434842,,FALSE,0.0244520469434842,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 31
Avg. tax rate (03-04 = 0): 2.45"
2008-09,31,0.0658397080640625,,FALSE,0.00783970806406249,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 31
Avg. tax rate (03-04 = 0): 0.78"
2009-10,31,0.05886618657056,,FALSE,0.000866186570559972,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 31
Avg. tax rate (03-04 = 0): 0.09"
2010-11,31,0.0511686387746687,,FALSE,-0.00683136122533134,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 31
Avg. tax rate (03-04 = 0): -0.68"
2011-12,31,0.0554215742158485,,FALSE,-0.00257842578415148,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 31
Avg. tax rate (03-04 = 0): -0.26"
2012-13,31,0.0270887149620652,,FALSE,-0.0309112850379349,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 31
Avg. tax rate (03-04 = 0): -3.09"
2013-14,31,0.0263866777114105,,FALSE,-0.0316133222885895,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 31
Avg. tax rate (03-04 = 0): -3.16"
2014-15,31,0.0257918911549291,,FALSE,-0.0322081088450709,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 31
Avg. tax rate (03-04 = 0): -3.22"
2015-16,31,0.0240499373511899,,FALSE,-0.0339500626488101,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 31
Avg. tax rate (03-04 = 0): -3.4"
2018-19,31,0.061,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 31
Avg. tax rate (03-04 = 0): 0.3"
2018-19,31,0.055,Budget2018,FALSE,-0.003,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 31
Avg. tax rate (03-04 = 0): -0.3"
2027-28,31,0.093,Baseline,FALSE,0.035,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 31
Avg. tax rate (03-04 = 0): 3.5"
2027-28,31,0.082,Budget2018,FALSE,0.024,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 31
Avg. tax rate (03-04 = 0): 2.4"
2003-04,32,0.139168623393018,,FALSE,0.0771686233930181,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 32
Avg. tax rate (03-04 = 0): 7.72"
2004-05,32,0.136976661105855,,FALSE,0.0749766611058554,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 32
Avg. tax rate (03-04 = 0): 7.5"
2005-06,32,0.123650461005998,,FALSE,0.0616504610059977,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 32
Avg. tax rate (03-04 = 0): 6.17"
2006-07,32,0.0902664174657932,,FALSE,0.0282664174657932,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 32
Avg. tax rate (03-04 = 0): 2.83"
2007-08,32,0.0850956193985292,,FALSE,0.0230956193985292,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 32
Avg. tax rate (03-04 = 0): 2.31"
2008-09,32,0.0681328576577687,,FALSE,0.00613285765776868,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 32
Avg. tax rate (03-04 = 0): 0.61"
2009-10,32,0.0622652462561227,,FALSE,0.00026524625612271,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 32
Avg. tax rate (03-04 = 0): 0.03"
2010-11,32,0.0536582367927613,,FALSE,-0.00834176320723874,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 32
Avg. tax rate (03-04 = 0): -0.83"
2011-12,32,0.0588529478504829,,FALSE,-0.0031470521495171,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 32
Avg. tax rate (03-04 = 0): -0.31"
2012-13,32,0.0332245183741909,,FALSE,-0.0287754816258091,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 32
Avg. tax rate (03-04 = 0): -2.88"
2013-14,32,0.0329177393610292,,FALSE,-0.0290822606389708,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 32
Avg. tax rate (03-04 = 0): -2.91"
2014-15,32,0.0320229775791744,,FALSE,-0.0299770224208256,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 32
Avg. tax rate (03-04 = 0): -3"
2015-16,32,0.0303864913403296,,FALSE,-0.0316135086596704,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 32
Avg. tax rate (03-04 = 0): -3.16"
2018-19,32,0.065,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 32
Avg. tax rate (03-04 = 0): 0.3"
2018-19,32,0.059,Budget2018,FALSE,-0.003,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 32
Avg. tax rate (03-04 = 0): -0.3"
2027-28,32,0.1,Baseline,FALSE,0.038,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 32
Avg. tax rate (03-04 = 0): 3.8"
2027-28,32,0.088,Budget2018,FALSE,0.026,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 32
Avg. tax rate (03-04 = 0): 2.6"
2003-04,33,0.145896348221099,,FALSE,0.0798963482210992,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 33
Avg. tax rate (03-04 = 0): 7.99"
2004-05,33,0.145511403063404,,FALSE,0.0795114030634041,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 33
Avg. tax rate (03-04 = 0): 7.95"
2005-06,33,0.132339505239951,,FALSE,0.066339505239951,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 33
Avg. tax rate (03-04 = 0): 6.63"
2006-07,33,0.091769827234807,,FALSE,0.025769827234807,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 33
Avg. tax rate (03-04 = 0): 2.58"
2007-08,33,0.0877270709129961,,FALSE,0.0217270709129961,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 33
Avg. tax rate (03-04 = 0): 2.17"
2008-09,33,0.0697026144756183,,FALSE,0.00370261447561832,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 33
Avg. tax rate (03-04 = 0): 0.37"
2009-10,33,0.064143121483239,,FALSE,-0.00185687851676104,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 33
Avg. tax rate (03-04 = 0): -0.19"
2010-11,33,0.0556743724765895,,FALSE,-0.0103256275234105,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 33
Avg. tax rate (03-04 = 0): -1.03"
2011-12,33,0.0604680877390909,,FALSE,-0.00553191226090916,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 33
Avg. tax rate (03-04 = 0): -0.55"
2012-13,33,0.0391585197103094,,FALSE,-0.0268414802896906,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 33
Avg. tax rate (03-04 = 0): -2.68"
2013-14,33,0.0378771090125377,,FALSE,-0.0281228909874623,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 33
Avg. tax rate (03-04 = 0): -2.81"
2014-15,33,0.0384986510174093,,FALSE,-0.0275013489825907,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 33
Avg. tax rate (03-04 = 0): -2.75"
2015-16,33,0.0372457246025537,,FALSE,-0.0287542753974463,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 33
Avg. tax rate (03-04 = 0): -2.88"
2018-19,33,0.069,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 33
Avg. tax rate (03-04 = 0): 0.3"
2018-19,33,0.063,Budget2018,FALSE,-0.003,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 33
Avg. tax rate (03-04 = 0): -0.3"
2027-28,33,0.108,Baseline,FALSE,0.042,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 33
Avg. tax rate (03-04 = 0): 4.2"
2027-28,33,0.093,Budget2018,FALSE,0.027,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 33
Avg. tax rate (03-04 = 0): 2.7"
2003-04,34,0.151608140481123,,FALSE,0.0816081404811235,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 34
Avg. tax rate (03-04 = 0): 8.16"
2004-05,34,0.152768917327683,,FALSE,0.0827689173276828,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 34
Avg. tax rate (03-04 = 0): 8.28"
2005-06,34,0.138178674651397,,FALSE,0.0681786746513968,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 34
Avg. tax rate (03-04 = 0): 6.82"
2006-07,34,0.0979110930924564,,FALSE,0.0279110930924564,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 34
Avg. tax rate (03-04 = 0): 2.79"
2007-08,34,0.0885348482229317,,FALSE,0.0185348482229317,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 34
Avg. tax rate (03-04 = 0): 1.85"
2008-09,34,0.0727905574818217,,FALSE,0.00279055748182167,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 34
Avg. tax rate (03-04 = 0): 0.28"
2009-10,34,0.0677185366012762,,FALSE,-0.00228146339872386,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 34
Avg. tax rate (03-04 = 0): -0.23"
2010-11,34,0.0589449232677128,,FALSE,-0.0110550767322872,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 34
Avg. tax rate (03-04 = 0): -1.11"
2011-12,34,0.0644357516506125,,FALSE,-0.00556424834938751,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 34
Avg. tax rate (03-04 = 0): -0.56"
2012-13,34,0.043529779230362,,FALSE,-0.026470220769638,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 34
Avg. tax rate (03-04 = 0): -2.65"
2013-14,34,0.0429247136392713,,FALSE,-0.0270752863607287,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 34
Avg. tax rate (03-04 = 0): -2.71"
2014-15,34,0.0442876470966268,,FALSE,-0.0257123529033733,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 34
Avg. tax rate (03-04 = 0): -2.57"
2015-16,34,0.0432729847088975,,FALSE,-0.0267270152911026,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 34
Avg. tax rate (03-04 = 0): -2.67"
2018-19,34,0.073,Baseline,FALSE,0.00299999999999999,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 34
Avg. tax rate (03-04 = 0): 0.3"
2018-19,34,0.067,Budget2018,FALSE,-0.003,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 34
Avg. tax rate (03-04 = 0): -0.3"
2027-28,34,0.116,Baseline,FALSE,0.046,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 34
Avg. tax rate (03-04 = 0): 4.6"
2027-28,34,0.098,Budget2018,FALSE,0.028,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 34
Avg. tax rate (03-04 = 0): 2.8"
2003-04,35,0.159376363957784,,FALSE,0.0863763639577844,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 35
Avg. tax rate (03-04 = 0): 8.64"
2004-05,35,0.158312458970889,,FALSE,0.0853124589708894,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 35
Avg. tax rate (03-04 = 0): 8.53"
2005-06,35,0.14425462782973,,FALSE,0.0712546278297302,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 35
Avg. tax rate (03-04 = 0): 7.13"
2006-07,35,0.104280022792316,,FALSE,0.0312800227923157,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 35
Avg. tax rate (03-04 = 0): 3.13"
2007-08,35,0.0916216613851419,,FALSE,0.0186216613851419,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 35
Avg. tax rate (03-04 = 0): 1.86"
2008-09,35,0.0743206783634608,,FALSE,0.00132067836346078,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 35
Avg. tax rate (03-04 = 0): 0.13"
2009-10,35,0.070173892968189,,FALSE,-0.00282610703181098,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 35
Avg. tax rate (03-04 = 0): -0.28"
2010-11,35,0.0630389905160791,,FALSE,-0.00996100948392094,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 35
Avg. tax rate (03-04 = 0): -1"
2011-12,35,0.0668032903045024,,FALSE,-0.0061967096954976,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 35
Avg. tax rate (03-04 = 0): -0.62"
2012-13,35,0.0462142697075801,,FALSE,-0.0267857302924199,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 35
Avg. tax rate (03-04 = 0): -2.68"
2013-14,35,0.0465968303751471,,FALSE,-0.0264031696248529,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 35
Avg. tax rate (03-04 = 0): -2.64"
2014-15,35,0.0513541791724701,,FALSE,-0.0216458208275299,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 35
Avg. tax rate (03-04 = 0): -2.16"
2015-16,35,0.0496173299221832,,FALSE,-0.0233826700778168,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 35
Avg. tax rate (03-04 = 0): -2.34"
2018-19,35,0.076,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 35
Avg. tax rate (03-04 = 0): 0.3"
2018-19,35,0.071,Budget2018,FALSE,-0.002,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 35
Avg. tax rate (03-04 = 0): -0.2"
2027-28,35,0.124,Baseline,FALSE,0.051,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 35
Avg. tax rate (03-04 = 0): 5.1"
2027-28,35,0.104,Budget2018,FALSE,0.031,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 35
Avg. tax rate (03-04 = 0): 3.1"
