fy_year,Taxable income percentile,avg_tax_rate,id,z,avg_tax_rate_rel,colour,alpha,size,label,group,text
2006-07,66,0.223212714924425,,FALSE,0.0172127149244253,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 66
Avg. tax rate (03-04 = 0): 1.72"
2007-08,66,0.208779675476387,,FALSE,0.00277967547638658,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 66
Avg. tax rate (03-04 = 0): 0.28"
2008-09,66,0.189910150173497,,FALSE,-0.0160898498265026,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 66
Avg. tax rate (03-04 = 0): -1.61"
2009-10,66,0.183963401888307,,FALSE,-0.0220365981116934,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 66
Avg. tax rate (03-04 = 0): -2.2"
2010-11,66,0.18062864159257,,FALSE,-0.0253713584074301,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 66
Avg. tax rate (03-04 = 0): -2.54"
2011-12,66,0.183068608613912,,FALSE,-0.0229313913860884,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 66
Avg. tax rate (03-04 = 0): -2.29"
2012-13,66,0.170849802196751,,FALSE,-0.0351501978032494,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 66
Avg. tax rate (03-04 = 0): -3.52"
2013-14,66,0.170703939718978,,FALSE,-0.0352960602810219,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 66
Avg. tax rate (03-04 = 0): -3.53"
2014-15,66,0.176202179684755,,FALSE,-0.0297978203152449,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 66
Avg. tax rate (03-04 = 0): -2.98"
2015-16,66,0.175913517750298,,FALSE,-0.0300864822497025,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 66
Avg. tax rate (03-04 = 0): -3.01"
2018-19,66,0.21,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 66
Avg. tax rate (03-04 = 0): 0.4"
2018-19,66,0.202,Budget2018,FALSE,-0.00399999999999998,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 66
Avg. tax rate (03-04 = 0): -0.4"
2027-28,66,0.243,Baseline,FALSE,0.037,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 66
Avg. tax rate (03-04 = 0): 3.7"
2027-28,66,0.23,Budget2018,FALSE,0.024,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 66
Avg. tax rate (03-04 = 0): 2.4"
2003-04,67,0.241688493175968,,FALSE,0.0316884931759684,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 67
Avg. tax rate (03-04 = 0): 3.17"
2004-05,67,0.240937975540172,,FALSE,0.0309379755401719,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 67
Avg. tax rate (03-04 = 0): 3.09"
2005-06,67,0.234689865550876,,FALSE,0.0246898655508756,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 67
Avg. tax rate (03-04 = 0): 2.47"
2006-07,67,0.224770163305857,,FALSE,0.014770163305857,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 67
Avg. tax rate (03-04 = 0): 1.48"
2007-08,67,0.21075283334626,,FALSE,0.000752833346259585,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 67
Avg. tax rate (03-04 = 0): 0.08"
2008-09,67,0.193540255090432,,FALSE,-0.0164597449095677,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 67
Avg. tax rate (03-04 = 0): -1.65"
2009-10,67,0.187211805910654,,FALSE,-0.0227881940893463,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 67
Avg. tax rate (03-04 = 0): -2.28"
2010-11,67,0.18381049464898,,FALSE,-0.02618950535102,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 67
Avg. tax rate (03-04 = 0): -2.62"
2011-12,67,0.186615255790289,,FALSE,-0.0233847442097112,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 67
Avg. tax rate (03-04 = 0): -2.34"
2012-13,67,0.174506205664243,,FALSE,-0.035493794335757,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 67
Avg. tax rate (03-04 = 0): -3.55"
2013-14,67,0.174626865334642,,FALSE,-0.0353731346653577,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 67
Avg. tax rate (03-04 = 0): -3.54"
2014-15,67,0.179933128701665,,FALSE,-0.0300668712983347,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 67
Avg. tax rate (03-04 = 0): -3.01"
2015-16,67,0.179645334404424,,FALSE,-0.030354665595576,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 67
Avg. tax rate (03-04 = 0): -3.04"
2018-19,67,0.214,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 67
Avg. tax rate (03-04 = 0): 0.4"
2018-19,67,0.205,Budget2018,FALSE,-0.005,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 67
Avg. tax rate (03-04 = 0): -0.5"
2027-28,67,0.245,Baseline,FALSE,0.035,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 67
Avg. tax rate (03-04 = 0): 3.5"
2027-28,67,0.233,Budget2018,FALSE,0.023,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 67
Avg. tax rate (03-04 = 0): 2.3"
2003-04,68,0.245790049733815,,FALSE,0.0327900497338154,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 68
Avg. tax rate (03-04 = 0): 3.28"
2004-05,68,0.242216816522602,,FALSE,0.0292168165226016,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 68
Avg. tax rate (03-04 = 0): 2.92"
2005-06,68,0.236529427423022,,FALSE,0.0235294274230216,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 68
Avg. tax rate (03-04 = 0): 2.35"
2006-07,68,0.226440131262837,,FALSE,0.0134401312628366,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 68
Avg. tax rate (03-04 = 0): 1.34"
2007-08,68,0.213078356673869,,FALSE,7.83566738693509e-05,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 68
Avg. tax rate (03-04 = 0): 0.01"
2008-09,68,0.196800141106585,,FALSE,-0.0161998588934152,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 68
Avg. tax rate (03-04 = 0): -1.62"
2009-10,68,0.19043688853954,,FALSE,-0.0225631114604596,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 68
Avg. tax rate (03-04 = 0): -2.26"
2010-11,68,0.187239547536612,,FALSE,-0.0257604524633882,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 68
Avg. tax rate (03-04 = 0): -2.58"
2011-12,68,0.190126261857207,,FALSE,-0.0228737381427928,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 68
Avg. tax rate (03-04 = 0): -2.29"
2012-13,68,0.178317491682218,,FALSE,-0.0346825083177822,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 68
Avg. tax rate (03-04 = 0): -3.47"
2013-14,68,0.178294987203634,,FALSE,-0.0347050127963665,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 68
Avg. tax rate (03-04 = 0): -3.47"
2014-15,68,0.183570405955919,,FALSE,-0.0294295940440805,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 68
Avg. tax rate (03-04 = 0): -2.94"
2015-16,68,0.183251237945005,,FALSE,-0.0297487620549952,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 68
Avg. tax rate (03-04 = 0): -2.97"
2018-19,68,0.217,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 68
Avg. tax rate (03-04 = 0): 0.4"
2018-19,68,0.209,Budget2018,FALSE,-0.004,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 68
Avg. tax rate (03-04 = 0): -0.4"
2027-28,68,0.248,Baseline,FALSE,0.035,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 68
Avg. tax rate (03-04 = 0): 3.5"
2027-28,68,0.235,Budget2018,FALSE,0.022,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 68
Avg. tax rate (03-04 = 0): 2.2"
2003-04,69,0.249776339514428,,FALSE,0.0337763395144278,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 69
Avg. tax rate (03-04 = 0): 3.38"
2004-05,69,0.243572320345226,,FALSE,0.0275723203452256,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 69
Avg. tax rate (03-04 = 0): 2.76"
2005-06,69,0.237618843796202,,FALSE,0.0216188437962022,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 69
Avg. tax rate (03-04 = 0): 2.16"
2006-07,69,0.227999043132641,,FALSE,0.0119990431326413,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 69
Avg. tax rate (03-04 = 0): 1.2"
2007-08,69,0.214918208795572,,FALSE,-0.0010817912044277,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 69
Avg. tax rate (03-04 = 0): -0.11"
2008-09,69,0.19934465388242,,FALSE,-0.0166553461175797,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 69
Avg. tax rate (03-04 = 0): -1.67"
2009-10,69,0.194520849714095,,FALSE,-0.021479150285905,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 69
Avg. tax rate (03-04 = 0): -2.15"
2010-11,69,0.191151252426893,,FALSE,-0.024848747573107,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 69
Avg. tax rate (03-04 = 0): -2.48"
2011-12,69,0.193603170720035,,FALSE,-0.0223968292799646,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 69
Avg. tax rate (03-04 = 0): -2.24"
2012-13,69,0.181825396697289,,FALSE,-0.0341746033027113,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 69
Avg. tax rate (03-04 = 0): -3.42"
2013-14,69,0.181855303796984,,FALSE,-0.0341446962030156,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 69
Avg. tax rate (03-04 = 0): -3.41"
2014-15,69,0.187113211592997,,FALSE,-0.0288867884070027,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 69
Avg. tax rate (03-04 = 0): -2.89"
2015-16,69,0.186831461214859,,FALSE,-0.0291685387851412,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 69
Avg. tax rate (03-04 = 0): -2.92"
2018-19,69,0.22,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 69
Avg. tax rate (03-04 = 0): 0.4"
2018-19,69,0.212,Budget2018,FALSE,-0.004,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 69
Avg. tax rate (03-04 = 0): -0.4"
2027-28,69,0.251,Baseline,FALSE,0.035,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 69
Avg. tax rate (03-04 = 0): 3.5"
2027-28,69,0.238,Budget2018,FALSE,0.022,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 69
Avg. tax rate (03-04 = 0): 2.2"
2003-04,70,0.253183776140768,,FALSE,0.0341837761407675,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 70
Avg. tax rate (03-04 = 0): 3.42"
2004-05,70,0.24505587597012,,FALSE,0.0260558759701196,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 70
Avg. tax rate (03-04 = 0): 2.61"
2005-06,70,0.239565597504316,,FALSE,0.0205655975043159,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 70
Avg. tax rate (03-04 = 0): 2.06"
2006-07,70,0.230534007206843,,FALSE,0.0115340072068434,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 70
Avg. tax rate (03-04 = 0): 1.15"
2007-08,70,0.216884578528743,,FALSE,-0.00211542147125721,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 70
Avg. tax rate (03-04 = 0): -0.21"
2008-09,70,0.202746820227251,,FALSE,-0.0162531797727493,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 70
Avg. tax rate (03-04 = 0): -1.63"
2009-10,70,0.197339232041045,,FALSE,-0.0216607679589546,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 70
Avg. tax rate (03-04 = 0): -2.17"
2010-11,70,0.194425173085555,,FALSE,-0.0245748269144448,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 70
Avg. tax rate (03-04 = 0): -2.46"
2011-12,70,0.196989419374649,,FALSE,-0.0220105806253512,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 70
Avg. tax rate (03-04 = 0): -2.2"
2012-13,70,0.18552695734006,,FALSE,-0.0334730426599399,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 70
Avg. tax rate (03-04 = 0): -3.35"
2013-14,70,0.185501616952887,,FALSE,-0.0334983830471128,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 70
Avg. tax rate (03-04 = 0): -3.35"
2014-15,70,0.190665476164438,,FALSE,-0.0283345238355622,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 70
Avg. tax rate (03-04 = 0): -2.83"
2015-16,70,0.190408493300285,,FALSE,-0.0285915066997151,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 70
Avg. tax rate (03-04 = 0): -2.86"
2018-19,70,0.222,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 70
Avg. tax rate (03-04 = 0): 0.3"
2018-19,70,0.215,Budget2018,FALSE,-0.004,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 70
Avg. tax rate (03-04 = 0): -0.4"
2027-28,70,0.254,Baseline,FALSE,0.035,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 70
Avg. tax rate (03-04 = 0): 3.5"
2027-28,70,0.24,Budget2018,FALSE,0.021,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 70
Avg. tax rate (03-04 = 0): 2.1"
2003-04,71,0.257258310113994,,FALSE,0.035258310113994,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 71
Avg. tax rate (03-04 = 0): 3.53"
2004-05,71,0.246235334559663,,FALSE,0.0242353345596633,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 71
Avg. tax rate (03-04 = 0): 2.42"
2005-06,71,0.240580987213111,,FALSE,0.0185809872131112,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 71
Avg. tax rate (03-04 = 0): 1.86"
2006-07,71,0.232155820490671,,FALSE,0.0101558204906705,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 71
Avg. tax rate (03-04 = 0): 1.02"
2007-08,71,0.21888289345052,,FALSE,-0.00311710654947966,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 71
Avg. tax rate (03-04 = 0): -0.31"
2008-09,71,0.206323779383417,,FALSE,-0.0156762206165829,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 71
Avg. tax rate (03-04 = 0): -1.57"
2009-10,71,0.200960168195236,,FALSE,-0.0210398318047635,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 71
Avg. tax rate (03-04 = 0): -2.1"
2010-11,71,0.197668140878255,,FALSE,-0.0243318591217446,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 71
Avg. tax rate (03-04 = 0): -2.43"
2011-12,71,0.200405725857967,,FALSE,-0.0215942741420333,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 71
Avg. tax rate (03-04 = 0): -2.16"
2012-13,71,0.189044091710557,,FALSE,-0.0329559082894435,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 71
Avg. tax rate (03-04 = 0): -3.3"
2013-14,71,0.189092619102468,,FALSE,-0.0329073808975322,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 71
Avg. tax rate (03-04 = 0): -3.29"
2014-15,71,0.194194495277082,,FALSE,-0.0278055047229181,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 71
Avg. tax rate (03-04 = 0): -2.78"
2015-16,71,0.19392024996466,,FALSE,-0.0280797500353398,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 71
Avg. tax rate (03-04 = 0): -2.81"
2018-19,71,0.225,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 71
Avg. tax rate (03-04 = 0): 0.3"
2018-19,71,0.217,Budget2018,FALSE,-0.005,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 71
Avg. tax rate (03-04 = 0): -0.5"
2027-28,71,0.257,Baseline,FALSE,0.035,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 71
Avg. tax rate (03-04 = 0): 3.5"
2027-28,71,0.243,Budget2018,FALSE,0.021,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 71
Avg. tax rate (03-04 = 0): 2.1"
2003-04,72,0.260793492496985,,FALSE,0.0367934924969853,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 72
Avg. tax rate (03-04 = 0): 3.68"
2004-05,72,0.248297338323323,,FALSE,0.0242973383233227,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 72
Avg. tax rate (03-04 = 0): 2.43"
2005-06,72,0.242304630663375,,FALSE,0.0183046306633754,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 72
Avg. tax rate (03-04 = 0): 1.83"
2006-07,72,0.233746064902314,,FALSE,0.00974606490231358,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 72
Avg. tax rate (03-04 = 0): 0.97"
2007-08,72,0.221308232347542,,FALSE,-0.00269176765245838,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 72
Avg. tax rate (03-04 = 0): -0.27"
2008-09,72,0.209121543299784,,FALSE,-0.0148784567002159,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 72
Avg. tax rate (03-04 = 0): -1.49"
2009-10,72,0.20420601309495,,FALSE,-0.0197939869050497,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 72
Avg. tax rate (03-04 = 0): -1.98"
2010-11,72,0.201383932848233,,FALSE,-0.0226160671517668,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 72
Avg. tax rate (03-04 = 0): -2.26"
2011-12,72,0.203802556638771,,FALSE,-0.0201974433612287,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 72
Avg. tax rate (03-04 = 0): -2.02"
2012-13,72,0.192640843507031,,FALSE,-0.0313591564929687,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 72
Avg. tax rate (03-04 = 0): -3.14"
2013-14,72,0.192557638506688,,FALSE,-0.0314423614933123,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 72
Avg. tax rate (03-04 = 0): -3.14"
2014-15,72,0.197719632116248,,FALSE,-0.0262803678837521,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 72
Avg. tax rate (03-04 = 0): -2.63"
2015-16,72,0.197425115918674,,FALSE,-0.0265748840813259,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 72
Avg. tax rate (03-04 = 0): -2.66"
2018-19,72,0.228,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 72
Avg. tax rate (03-04 = 0): 0.4"
2018-19,72,0.22,Budget2018,FALSE,-0.004,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 72
Avg. tax rate (03-04 = 0): -0.4"
2027-28,72,0.26,Baseline,FALSE,0.036,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 72
Avg. tax rate (03-04 = 0): 3.6"
2027-28,72,0.246,Budget2018,FALSE,0.022,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 72
Avg. tax rate (03-04 = 0): 2.2"
2003-04,73,0.264771000640849,,FALSE,0.0377710006408495,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 73
Avg. tax rate (03-04 = 0): 3.78"
2004-05,73,0.252874396376856,,FALSE,0.0258743963768564,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 73
Avg. tax rate (03-04 = 0): 2.59"
2005-06,73,0.244230820622894,,FALSE,0.0172308206228943,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 73
Avg. tax rate (03-04 = 0): 1.72"
2006-07,73,0.235638267228534,,FALSE,0.00863826722853353,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 73
Avg. tax rate (03-04 = 0): 0.86"
2007-08,73,0.223073231025277,,FALSE,-0.00392676897472269,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 73
Avg. tax rate (03-04 = 0): -0.39"
2008-09,73,0.212777984364822,,FALSE,-0.0142220156351781,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 73
Avg. tax rate (03-04 = 0): -1.42"
2009-10,73,0.207280920527768,,FALSE,-0.0197190794722323,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 73
Avg. tax rate (03-04 = 0): -1.97"
2010-11,73,0.204227345505383,,FALSE,-0.0227726544946174,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 73
Avg. tax rate (03-04 = 0): -2.28"
2011-12,73,0.20714947384434,,FALSE,-0.0198505261556595,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 73
Avg. tax rate (03-04 = 0): -1.99"
2012-13,73,0.196147008593854,,FALSE,-0.0308529914061459,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 73
Avg. tax rate (03-04 = 0): -3.09"
2013-14,73,0.19617162627766,,FALSE,-0.0308283737223404,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 73
Avg. tax rate (03-04 = 0): -3.08"
2014-15,73,0.201208471559225,,FALSE,-0.025791528440775,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 73
Avg. tax rate (03-04 = 0): -2.58"
2015-16,73,0.200911494384442,,FALSE,-0.0260885056155576,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 73
Avg. tax rate (03-04 = 0): -2.61"
2018-19,73,0.23,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 73
Avg. tax rate (03-04 = 0): 0.3"
2018-19,73,0.223,Budget2018,FALSE,-0.004,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 73
Avg. tax rate (03-04 = 0): -0.4"
2027-28,73,0.263,Baseline,FALSE,0.036,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 73
Avg. tax rate (03-04 = 0): 3.6"
2027-28,73,0.248,Budget2018,FALSE,0.021,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 73
Avg. tax rate (03-04 = 0): 2.1"
2003-04,74,0.268775481900052,,FALSE,0.0387754819000522,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 74
Avg. tax rate (03-04 = 0): 3.88"
